Deficit,SNOMEDCT_CONCEPTID,CTV3,Provenance,Codedescription,TimeConstraintyears,AgeLimit,Otherinstructions,new_descriptions
Sleep problems,419145002,E274900,,Nightmares,5,,,Nightmares (finding)
Sleep problems,192004002,E274B00,,Repeated rapid eye movement sleep interruptions,5,,,Repeated rapid eye movement sleep interruptions
Sleep problems,39898005,E274C00,,Other sleep stage or arousal dysfunction,5,,,Sleep disorder
Sleep problems,12262002,E274D00,,Repetitive intrusions of sleep,5,,,Restless sleep
Sleep problems,268654005,E274D00,,Repetitive intrusions of sleep,5,,,Repetitive intrusions of sleep
Sleep problems,192007009,E274E00,,"""Short-sleeper""",5,,,Short-sleeper
Sleep problems,192008004,E274F00,,Inversion of sleep rhythm,5,,,Reversed sleep-wake cycle
Sleep problems,7175000,E274y00,,Other non-organic sleep disorder,5,,,Dream
Sleep problems,85418005,E274y00,,Other non-organic sleep disorder,5,,,Dream disorder
Sleep problems,268722008,Eu51200,,[X]Nonorganic disorder of the sleep-wake schedule,5,,,Non-organic disorder of the sleep-wake schedule
Sleep problems,111487009,Eu51511,,[X]Dream anxiety disorder,5,,,Dream anxiety disorder
Sleep problems,194437008,Fy00.00,,Disorders of initiating and maintaining sleep,5,,,Disorders of initiating and maintaining sleep
Sleep problems,44186003,R005.00,,[D]Sleep disturbances,5,,,Dyssomnia
Sleep problems,3745000,R005.11,,[D]Insomnia - symptom,5,,,Sleep-wake schedule disorder
Sleep problems,4.37981E+14,R005z00,,[D]Sleep dysfunction NOS,5,,,[D]Sleep dysfunction NOS (situation)
Sleep problems,271782001,XE0ux,efi-sleep,Insomnia (& symptom) or somnolence,5,,,Somnolence
Sleep problems,225206006,Z1M..00,,Sleep and rest interventions,5,,,Sleep and rest interventions
Smoker (current),230059006,1372,,Occasional smoker,,,Cannot be current and ex smoker,Trivial cigarette smoker
Smoker (current),4.28041E+14,1372,,Occasional smoker,,,Cannot be current and ex smoker,Occasional tobacco smoker
Smoker (current),266920004,1372,,Occasional smoker,,,Cannot be current and ex smoker,Occasional smoker
Smoker (current),160603005,1373,,Light smoker - 1-9 cigs/day,,,Cannot be current and ex smoker,Light cigarette smoker (1-9 cigs/day)
Smoker (current),160604004,1374,,Moderate smoker - 10-19 cigs/d,,,Cannot be current and ex smoker,Moderate cigarette smoker (10-19 cigs/day)
Smoker (current),160605003,1375,,Heavy smoker - 20-39 cigs/day,,,Cannot be current and ex smoker,Heavy cigarette smoker (20-39 cigs/day)
Smoker (current),160606002,1376,,Very heavy smoker - 40+cigs/d,,,Cannot be current and ex smoker,Very heavy cigarette smoker (40+ cigs/day)
Smoker (current),160612007,137C.,,Keeps trying to stop smoking,,,Cannot be current and ex smoker,Keeps trying to stop smoking
Smoker (current),160613002,137D.,,Admitted tobacco cons untrue ?,,,Cannot be current and ex smoker,Admitted tobacco cons untrue ?
Smoker (current),160616005,137G.,,Trying to give up smoking,,,Cannot be current and ex smoker,Trying to give up smoking
Smoker (current),82302008,137H.,,Pipe smoker,,,Cannot be current and ex smoker,Pipe smoker
Smoker (current),59978006,137J.,,Cigar smoker,,,Cannot be current and ex smoker,Cigar smoker
Smoker (current),160619003,137M.,,Rolls own cigarettes,,,Cannot be current and ex smoker,Rolls own cigarettes
Smoker (current),65568007,137P.,,Smoker,,,Cannot be current and ex smoker,Cigarette smoker
Smoker (current),266929003,137Q.,,Smoking restarted,,,Cannot be current and ex smoker,Smoking started - finding
Smoker (current),308438006,137Q.,,Smoking restarted,,,Cannot be current and ex smoker,Smoking restarted - finding
Smoker (current),77176002,137R.,,Current smoker,,,Cannot be current and ex smoker,Smoker
Smoker (current),230056004,Ub1tI,,Cigarette consumption,,,Cannot be current and ex smoker,Cigarette consumption
Smoker (current),230057008,Ub1tJ,,Cigar consumption,,,Cannot be current and ex smoker,Cigar consumption
Smoker (current),230058003,Ub1tK,,Pipe tobacco consumption,,,Cannot be current and ex smoker,Pipe tobacco consumption
Smoker (current),230060001,Ub1tS,,Light cigarette smoker,,,Cannot be current and ex smoker,Light cigarette smoker
Smoker (current),230062009,Ub1tT,,Moderate cigarette smoker,,,Cannot be current and ex smoker,Moderate cigarette smoker
Smoker (current),230063004,Ub1tU,,Heavy cigarette smoker,,,Cannot be current and ex smoker,Heavy cigarette smoker
Smoker (current),230064005,Ub1tV,,Very heavy cigarette smoker,,,Cannot be current and ex smoker,Very heavy cigarette smoker
Smoker (current),230065006,Ub1tW,,Chain smoker,,,Cannot be current and ex smoker,Chain smoker
Smoker (current),266918002,XE0og,,Amount+type of tobacco smoked,,,Cannot be current and ex smoker,Tobacco smoking consumption
Smoker (current),266927001,XE0oo,,Tobacco smok consumpt unknown,,,Cannot be current and ex smoker,Tobacco smoking consumption unknown
Smoker (current),134406006,XaIIu,,Smoking reduced,,,Cannot be current and ex smoker,Smoking reduced
Smoker (current),394871007,XaIkW,,Thinking about stop smoking,,,Cannot be current and ex smoker,Thinking about stopping smoking (observable entity)
Smoker (current),394872000,XaIkX,,Ready to stop smoking,,,Cannot be current and ex smoker,Ready to stop smoking (finding)
Smoker (current),394873005,XaIkY,,Not interested stop smoking,,,Cannot be current and ex smoker,Not interested in stopping smoking (finding)
Smoker (current),401159003,XaItg,,Reason for restarting smoking,,,Cannot be current and ex smoker,Reason for restarting smoking (observable entity)
Smoker (current),413173009,XaJX2,,Min from wake to 1st tobac con,,,Cannot be current and ex smoker,Minutes from waking to first tobacco consumption (observable entity)
Smoker (current),446172000,XaWNE,,Failed attempt to stop smoking,,,Cannot be current and ex smoker,Failed attempt to stop smoking (finding)
Smoker (current),8.36001E+14,XaZIE,,Waterpipe tobacco consumption,,,Cannot be current and ex smoker,Waterpipe tobacco consumption (observable entity)
Smoker (current),365981007,YMICy,qof-smoking_current,Smoker - amount smoked,,,Cannot be current and ex smoker,Tobacco smoking behavior - finding
Smoker (current),2.03191E+14,YaoWW,qof-smoking_current,Wants to stop smoking,,,Cannot be current and ex smoker,Wants to stop smoking (finding)
Smoker (ex),160620009,137N.,,Ex pipe smoker,,,Cannot be ex and current smoker,Ex-pipe smoker
Smoker (ex),160621008,137O.,,Ex cigar smoker,,,Cannot be ex and current smoker,Ex-cigar smoker
Smoker (ex),160625004,137T.,,Date ceased smoking,,,Cannot be ex and current smoker,Date ceased smoking
Smoker (ex),8517006,Ub1na,,Former smoker,,,Cannot be ex and current smoker,Former smoker
Smoker (ex),266921000,XE0oj,,"Ex-triv cigaret smoker, <1/day",,,Cannot be ex and current smoker,Ex-trivial cigarette smoker (<1/day)
Smoker (ex),266922007,XE0ok,,"Ex-light cigaret smok, 1-9/day",,,Cannot be ex and current smoker,Ex-light cigarette smoker (1-9/day)
Smoker (ex),266923002,XE0ol,,"Ex-mod cigaret smok, 10-19/day",,,Cannot be ex and current smoker,Ex-moderate cigarette smoker (10-19/day)
Smoker (ex),266924008,XE0om,,"Ex-heav cigaret smok,20-39/day",,,Cannot be ex and current smoker,Ex-heavy cigarette smoker (20-39/day)
Smoker (ex),266925009,XE0on,,"Ex-very hv cigaret smk,40+/day",,,Cannot be ex and current smoker,Ex-very heavy cigarette smoker (40+/day)
Smoker (ex),266928006,XE0op,,Ex-cigaret smoker amnt unknown,,,Cannot be ex and current smoker,Ex-cigarette smoker amount unknown
Smoker (ex),281018007,Xa1bv,,Ex-cigarette smoker,,,Cannot be ex and current smoker,Ex-cigarette smoker
Smoker (ex),4.92191E+14,XaQ8V,,Ex roll-up cigarette smoker,,,Cannot be ex and current smoker,Ex roll-up cigarette smoker (finding)
Smoker (ex),160617001,Y7DoX,qof-smoking_ex,Stopped smoking,,,Cannot be ex and current smoker,Stopped smoking
Smoker (ex),228486009,YMD5U,qof-smoking_ex,Time since stopped smoking,,,Cannot be ex and current smoker,Time since stopped smoking
Smoker (ex),1.221E+12,Yao0r,qof-smoking_ex,[V]PH of tobacco abuse,,,Cannot be ex and current smoker,History of tobacco use
Smoker (ex),5.05761E+14,Yat3v,qof-smoking_ex,Ex-smoker annual review - ESA,,,Cannot be ex and current smoker,Ex-smoker annual review - enhanced services administration (procedure)
Social vulnerability,33553000,1335,efi-social,Widowed,5,,,Widowed state
Social vulnerability,160726006,13F3.,efi-social,Lives alone -no help available,,,,Lives alone -no help available
Social vulnerability,160770002,13G4.,efi-social,Social worker involved,,,,Social worker involved
Social vulnerability,74506000,13Hc.00,,Bereavement,5,,,Grief
Social vulnerability,739677000,13M1.,efi-social,Death of spouse,5,,,Spouse deceased
Social vulnerability,105441003,13M1.,efi-social,Death of spouse,5,,,Death of spouse
Social vulnerability,161152002,13Z8.,efi-social,Social problem,,,,Social problem
Social vulnerability,105531004,XE0oy,efi-social,Housing problems,,,,Living in unsatisfactory surroundings
Social vulnerability,105529008,XM0Ct,efi-social,Lives alone,,,,Living alone
Social vulnerability,276039008,XM1Zk,efi-social,No carer,,,,No carer
Social vulnerability,306238000,XaAey,efi-social,Referral to Social Services,,,,Referral to Social Services
Social vulnerability,308440001,XaBSr,efi-social,Referral to social worker,,,,Referral to social worker
Social vulnerability,135868008,XaINl,efi-social,Death of partner,5,,,Death of partner
Social vulnerability,722228009,XaINl,efi-social,Death of partner,5,,,Partner deceased (situation)
Social vulnerability,414041006,XaJvD,efi-social,Does not have a carer,,,,Does not have a carer (finding)
Social vulnerability,417430008,XaKXv,efi-social,Vulnerable adult,,,,Vulnerable adult (finding)
Social vulnerability,2.01481E+14,XaLKF,efi-social,Under care of social services,,,,Under care of social services (finding)
Social vulnerability,2.86141E+14,XaMz6,efi-social,Widowed/surviving civil partner,5,,,Widowed/surviving civil partner (finding)
Social vulnerability,105535008,ZV601,,[V]Lack of heating,,,,Living in unheated housing
Social vulnerability,7.61671E+14,ZV601,,[V]Lack of heating,,,,Difficulty heating home
Social vulnerability,160706007,ZV601,,[V]Lack of heating,,,,Lack of space in home
Social vulnerability,4.19371E+14,ZV603,efi-social,[V]Person living alone,,,,[V]Person living alone (situation)
Stress,65118005,13H4.12,,Marital stress,5,,,Marital problem
Stress,276103000,13HT.00,,Home problems,5,,,Unhappy home
Stress,276101003,13HT.00,,Home problems,5,,,Unhappy childhood
Stress,266949007,13HT.00,,Home problems,5,,,Domestic problems
Stress,276104006,13HT100,,Stress at home,5,,,Home unsettled
Stress,105485001,13HT111,,Domestic stress,5,,,Family stress
Stress,763381006,13HT115,,Domestic problems,5,,,Wife unable to cope
Stress,302202009,13HT115,,Domestic problems,5,,,Tower block syndrome
Stress,302203004,13HT115,,Domestic problems,5,,,Wife unable to cope
Stress,47695004,13HT200,,Unable to cope,5,,,Ineffective coping (individual)
Stress,300937006,13He.00,,Personal problems,5,,,Personal problems
Stress,276079004,13JK.14,,Work worries,5,,,Partnership problems
Stress,276078007,13JK.14,,Work worries,5,,,Business ceased - personal
Stress,266957005,13JK.14,,Work worries,5,,,Business worries
Stress,276077002,13JK.14,,Work worries,5,,,Business ceased - financial
Stress,276075005,13JK.14,,Work worries,5,,,Work worries
Stress,276072008,13JM.00,,Problems at work,5,,,Sexual problems at work
Stress,276073003,13JM.12,,Bullied at work,5,,,Bullied at work
Stress,266959008,13JM.13,,Stress at work,5,,,Problems at work
Stress,276074009,13JM.14,,Work worries,5,,,Stress at work
Stress,302153001,13JM000,,Unhappy at work,5,,,Unhappy at work
Stress,162218007,1B1L.00,,Stress related problem,5,,,Stress-related problem
Stress,224974006,1B1T.00,,Feeling stressed,5,,,Feeling stressed
Stress,162318009,1BE..00,,Life crisis,5,,,Life crisis
Stress,276099005,1BE1.00,,Problem situation,5,,,Problem situation
Stress,30871003,1S1..00,,Flashbacks,5,,,Posthallucinogen perception disorder
Stress,417143004,1S10.00,,Short duration flashbacks,5,,,Short duration flashbacks (disorder)
Stress,7.13581E+14,9ON..00,,Stress monitoring admin.,5,,,Stress clinic administration (record artifact)
Stress,7.13571E+14,9ON..00,,Stress monitoring admin.,5,,,Stress monitoring administration (record artifact)
Stress,185780005,9ON4.00,,Stress monitoring 1st letter,5,,,Stress monitoring first letter
Stress,185781009,9ON5.00,,Stress monitoring 2nd letter,5,,,Stress monitoring second letter
Stress,185782002,9ON6.00,,Stress monitoring 3rd letter,5,,,Stress monitoring third letter
Stress,185786004,9ONA.00,,Stress monitoring check done,5,,,Stress monitoring check done
Stress,111475002,E20z.11,,Nervous breakdown,5,,,Neurosis
Stress,74506000,E290000,,Grief reaction,5,,,Grief
Stress,17226007,Eu43212,,[X]Grief reaction,5,,,Adjustment disorder
Stress,271795006,R007z12,,[D]Overwork,5,,,Malaise and fatigue
Stress,13791008,R007z12,,[D]Overwork,5,,,Asthenia
Stress,105490003,R007z14,,[D]Work stress,5,,,Overwork
Stress,442347009,R00zW00,,"[D]State of emotional shock and stress, unspecified",5,,,Emotional stress
Stress,4.64401E+14,R00zW00,,"[D]State of emotional shock and stress, unspecified",5,,,"[X]Symptoms and signs involving cognition, perception, emotional state and behavior"
Stress,285216009,Z7CG500,,Reliving traumatic memories,5,,,Reliving traumatic memories
Stress,4.55231E+14,ZV4B200,,[V]Stressful work schedule,5,,,[V]Stressful work schedule (situation)
Stroke,275526006,14A7.,,H/O: CVA &/or stroke,,,,H/O: CVA
Stroke,170600009,662M.,,Stroke monitoring,,,,Stroke monitoring
Stroke,274100004,G61..,,Intracerebral haemorrhage (& [cerebrovasc accident due to]),,,,Cerebral hemorrhage
Stroke,195176009,G621.,,Subdural haemorrhage - nontraumatic,,,,Subdural hemorrhage - nontraumatic
Stroke,20059004,G64..,,Cereb art occl (& [cerebvasc acc][stroke]) or (cereb infarc),,,,Cerebral artery occlusion
Stroke,230691006,G64..,,Cereb art occl (& [cerebvasc acc][stroke]) or (cereb infarc),,,,CVA - cerebrovascular accident due to cerebral artery occlusion
Stroke,71444005,G640.,,Cerebral thrombosis,,,,Cerebral thrombosis
Stroke,373606000,G640.,,Cerebral thrombosis,,,,Occlusive stroke (disorder)
Stroke,195206000,G65z1,,Intermittent cerebral ischaemia,,,,Intermittent cerebral ischaemia
Stroke,230690007,G66..,,CVA - cerebrovascular accident (& unspecified [& stroke]),,,,CVA - Cerebrovascular accident
Stroke,195212005,G663.,,Brainstem stroke syndrome,,,,Brainstem stroke syndrome
Stroke,195213000,G664.,,Cerebellar stroke syndrome,,,,Cerebellar stroke syndrome
Stroke,195216008,G667.,,Left sided cerebral hemisphere cerebrovascular accident,,,,Left sided cerebral hemisphere cerebrovascular accident
Stroke,111298007,G6711,,Chronic cerebral ischaemia,,,,Chronic cerebral ischemia
Stroke,363302008,G682.,,Sequelae of other non-traumatic intracranial haemorrhage,,,,Sequelae of neurological disorders
Stroke,195239002,Gyu6C,,"[X]Sequelae of stroke,not specfd as h'morrhage or infarction",,,,Late effects of cerebrovascular disease
Stroke,30400005,S620.,,Haemorrh: [closed traum subarach] or [mid mening follow inj],,,,Middle meningeal hemorrhage following injury
Stroke,28048009,S620.,,Haemorrh: [closed traum subarach] or [mid mening follow inj],,,,Subarachnoid hemorrhage following injury without open intracranial wound
Stroke,209947002,S622.,,Closed traumatic subdural haemorrhage,,,,Closed traumatic subdural haemorrhage
Stroke,209987007,S628.,,Traumatic subdural haemorrhage,,,,Traumatic subdural haemorrhage
Stroke,230694003,X00D6,,Total anterior cerebral circulation infarction,,,,TACI - Total anterior cerebral circulation infarction
Stroke,230695002,X00D7,,Partial anterior cerebral circulation infarction,,,,Partial anterior cerebral circulation infarction
Stroke,230698000,X00DA,,Lacunar infarction,,,,Lacunar infarction
Stroke,230706003,X00DI,,Haemorrhagic cerebral infarction,,,,Hemorrhagic cerebral infarction
Stroke,230713003,X00DR,,Stroke of uncertain pathology,,,,Stroke of uncertain pathology
Stroke,230714009,X00DS,,Anterior circulation stroke of uncertain pathology,,,,Anterior circulation stroke of uncertain pathology
Stroke,230715005,X00DT,,Posterior circulation stroke of uncertain pathology,,,,Posterior circulation stroke of uncertain pathology
Stroke,230739000,X00E5,,Spinal cord stroke,,,,Spinal cord stroke
Stroke,262952002,XA0BD,,Traumatic subdural haematoma,,,,Traumatic cranial subdural haematoma
Stroke,450418003,XA0BG,,Traumatic intracerebral haemorrhage,,,,Traumatic intracerebral hemorrhage
Stroke,450375008,XA0BH,,Traumatic subarachnoid haemorrhage,,,,Traumatic hemorrhage into subarachnoid space of neuraxis
Stroke,262955000,XA0BH,,Traumatic subarachnoid haemorrhage,,,,Traumatic cranial subarachnoid hemorrhage
Stroke,450410005,XE1m2,,Traumatic intracranial haemorrhage,,,,Intracranial haemorrhage following injury
Stroke,2517002,XSAbR,,Stroke rehabilitation,,,,Stroke rehabilitation
Stroke,277286006,Xa0Ml,,Central post-stroke pain,,,,CPSP - Central post-stroke pain
Stroke,281240008,Xa1hE,,Extension of cerebrovascular accident,,,,Extension of stroke
Stroke,281864001,Xa1uU,,Non-traumatic intracranial subdural haematoma,,,,Non-traumatic intracranial subdural haematoma
Stroke,306803007,XaAsJ,,Admission to stroke unit,,,,Admission to stroke unit
Stroke,308067002,XaBL3,,H/O: Stroke in last year,,,,H/O: Stroke in last year
Stroke,315046005,XaFsk,,Traumatic subdural haematoma without open intracranial wound,,,,Traumatic subdural haematoma without open intracranial wound
Stroke,699270006,XaIzF,,Stroke/CVA annual review,,,,Stroke annual review
Stroke,7.16581E+14,XaJ4b,,Excepted from stroke quality indicators: Patient unsuitable,,,,Excepted from stroke quality indicators - patient unsuitable
Stroke,7.16021E+14,XaJ4c,,Excepted from stroke quality indicators: Informed dissent,,,,Excepted from stroke quality indicators - informed dissent
Stroke,413124000,XaJkS,,Stroke / transient ischaemic attack referral,,,,Stroke / transient ischaemic attack referral (finding)
Stroke,415631003,XaJuY,,Stroke/transient ischaemic attack monitoring third letter,,,,Stroke/transient ischaemic attack monitoring third letter (finding)
Stroke,415630002,XaJwA,,Stroke/transient ischaemic attack monitoring status,,,,Stroke/transient ischaemic attack monitoring status (finding)
Stroke,417506008,XaKSH,,Haemorrhagic stroke monitoring,,,,Hemorrhagic stroke monitoring (regime/therapy)
Stroke,2.31231E+14,XaLtA,,Delivery of rehabilitation for stroke,,,,Delivery of rehabilitation for stroke (regime/therapy)
Stroke,7.17241E+14,XaMGv,,Stroke/transient ischaemic attack monitoring telephone invte,,,,Stroke/transient ischaemic attack monitoring telephone invitation (finding)
Stroke,5.19751E+14,XaR68,,Stroke/cerebrovascular accident 6 month review,,,,Cerebrovascular accident 6 month review (regime/therapy)
Stroke,5.21411E+14,XaR8M,,Did not attend stroke review,,,,Did not attend stroke review (finding)
Stroke,62914000,Y00cQ,qof-stroke_non_tia,Cerebrovascular disease,,,,Cerebrovascular disease
Stroke,432504007,Y00cl,qof-stroke_non_tia,CI - Cerebral infarction,,,,Cerebral infarction (disorder)
Stroke,230692004,Y00cp,qof-stroke_non_tia,Infarction - precerebral,,,,Infarction - precerebral
Stroke,230693009,Y00cq,qof-stroke_non_tia,Ant cereb circulation infarct,,,,Anterior cerebral circulation infarction
Stroke,230696001,Y00cz,qof-stroke_non_tia,Post cerebral circulat infarct,,,,Posterior cerebral circulation infarction
Stroke,230704000,Y00dE,qof-stroke_non_tia,Multi-infarct state,,,,Multi-infarct state
Stroke,195167002,Y00dZ,qof-stroke_non_tia,External capsule haemorrhage,,,,External capsule hemorrhage
Stroke,52201006,Y00db,qof-stroke_non_tia,Internal capsule haemorrhage,,,,Internal capsule hemorrhage
Stroke,49422009,Y00dc,qof-stroke_non_tia,Cortical haemorrhage,,,,Cortical hemorrhage
Stroke,230709005,Y00dd,qof-stroke_non_tia,Massve supratent cereb haemorr,,,,Massive supratentorial cerebral haemorrhage
Stroke,230710000,Y00de,qof-stroke_non_tia,Lobar cerebral haemorrhage,,,,Lobar cerebral hemorrhage
Stroke,20908003,Y00df,qof-stroke_non_tia,Subcortic cerebral haemorrhage,,,,Subcortical hemorrhage
Stroke,230711001,Y00dg,qof-stroke_non_tia,Thalamic haemorrhage,,,,Thalamic haemorrhage
Stroke,195165005,Y00dh,qof-stroke_non_tia,Basal ganglia haemorrhage,,,,Basal ganglia hemorrhage
Stroke,230712008,Y00dj,qof-stroke_non_tia,Lacunar haemorrhage,,,,Lacunar hemorrhage
Stroke,95454007,Y00dk,qof-stroke_non_tia,Brainstem haemorrhage,,,,Brain stem hemorrhage
Stroke,7713009,Y00dl,qof-stroke_non_tia,Pontine haemorrhage,,,,Intrapontine hemorrhage
Stroke,75038005,Y00dm,qof-stroke_non_tia,Cerebellar haemorrhage,,,,Cerebellar hemorrhage
Stroke,75543006,Y20G1,qof-stroke_non_tia,Cerebral embolus,,,,Cerebral embolism
Stroke,4.26891E+14,YMADW,qof-stroke_non_tia,[X]Other lacunar syndromes,,,,[X]Episodic and paroxysmal disorders (disorder)
Stroke,1.25081E+14,YMAIB,qof-stroke_non_tia,"[X]Cer inf,un oc/st precer art",,,,Cerebral infarction due to occlusion of precerebral artery
Stroke,195189003,YMAiF,qof-stroke_non_tia,Cerebr infct/throm/cerebrl art,,,,Cerebral infarction due to thrombosis of cerebral arteries
Stroke,195190007,YMAiG,qof-stroke_non_tia,Cerebr infct/embol/cerebrl art,,,,Cerebral infarction due to embolism of cerebral arteries
Stroke,195169004,YMAiI,qof-stroke_non_tia,"Intracerebrl haem,multip local",,,,"Intracerebral hemorrhage, multiple localized"
Stroke,195230003,YMAiL,qof-stroke_non_tia,"Cere infct/cere vn thrm,nonpyo",,,,"Cerebral infarction due to cerebral venous thrombosis, non-pyogenic"
Stroke,195209007,YMAiP,qof-stroke_non_tia,Middle cerebral artery syndrm,,,,Middle cerebral artery syndrome
Stroke,195210002,YMAiR,qof-stroke_non_tia,Anterior cerebral artery syn,,,,Anterior cerebral artery syndrome
Stroke,195211003,YMAiS,qof-stroke_non_tia,Posterior cerebral artery syn,,,,Posterior cerebral artery syndrome
Stroke,276722003,Ya1DX,qof-stroke_non_tia,Intracerebell post fossa haem,,,,Intracerebellar and posterior fossa hemorrhage
Stroke,297138001,YaTcu,qof-stroke_non_tia,Embolus of circle of Willis,,,,Embolus of circle of Willis
Stroke,195217004,YaYAX,qof-stroke_non_tia,Right sided CVA,,,,Right sided CVA
Stroke,307766002,YaaWG,qof-stroke_non_tia,Left sided cerebral infarction,,,,Left sided cerebral infarction
Stroke,307767006,YaaWH,qof-stroke_non_tia,Right sided cerebral infarct,,,,Right sided cerebral infarction
Stroke,413102000,YamlC,qof-stroke_non_tia,Infarction of basal ganglia,,,,Infarction of basal ganglia (disorder)
Thyroid problems,161442007,1431,efi-thyroid,H/O: hyperthyroidism,,,,H/O: hyperthyroidism
Thyroid problems,161443002,1432,efi-thyroid,H/O: hypothyroidism,,,,H/O: hypothyroidism
Thyroid problems,131089005,4422,efi-thyroid,Thyroid hormone tests high,,,,Increased thyroid hormone level
Thyroid problems,170780004,66BZ.,efi-thyroid,Thyroid disease monitoring NOS,,,,Thyroid disease monitoring
Thyroid problems,237498007,C02..,efi-thyroid,([Thyrotoxicosis] or [hyperthyroidism]) or (toxic goitre),,,,Toxic goiter
Thyroid problems,90739004,C02..,efi-thyroid,([Thyrotoxicosis] or [hyperthyroidism]) or (toxic goitre),,,,Thyrotoxicosis
Thyroid problems,40930008,C04..,efi-thyroid,Hypothyroidism: &/or (acquired),,,,Hypothyroidism
Thyroid problems,111566002,C04..,efi-thyroid,Hypothyroidism: &/or (acquired),,,,Acquired hypothyroidism
Thyroid problems,27059002,C040.,efi-thyroid,Hypothyroidism: [postsurgical] or [post ablative],,,,Post-operative hypothyroidism
Thyroid problems,237527007,C040.,efi-thyroid,Hypothyroidism: [postsurgical] or [post ablative],,,,Postablative hypothyroidism
Thyroid problems,190277005,C0410,efi-thyroid,Irradiation hypothyroidism,,,,Irradiation hypothyroidism
Thyroid problems,190279008,C042.,efi-thyroid,Iodine hypothyroidism,,,,Iodine hypothyroidism
Thyroid problems,88273006,C043.,efi-thyroid,Other iatrogenic hypothyroidism,,,,Iatrogenic hypothyroidism
Thyroid problems,237518006,C04z.,efi-thyroid,Hypothyroid (& [pretib myxoed][acq goitr][NOS][thyr insuf]),,,,"Hypothyroid goitre, acquired"
Thyroid problems,82598004,C1343,efi-thyroid,TSH deficiency,,,,Secondary hypothyroidism
Thyroid problems,237519003,X40HE,efi-thyroid,Autoimmune hypothyroidism,,,,Autoimmune myxedema
Thyroid problems,237520009,X40HF,efi-thyroid,Hypothyroidism due to Hashimoto's thyroiditis,,,,Hypothyroidism due to Hashimoto's thyroiditis
Thyroid problems,237521008,X40HG,efi-thyroid,Hypothyroidism due to TSH receptor blocking antibody,,,,Hypothyroidism due to TSH receptor blocking antibody
Thyroid problems,237523006,X40HI,efi-thyroid,Compensated hypothyroidism,,,,Compensated hypothyroidism
Thyroid problems,40539002,X40HN,efi-thyroid,Radioactive iodine-induced hypothyroidism,,,,Hypothyroidism following radioiodine therapy
Thyroid problems,3.67631E+14,X40HO,efi-thyroid,Drug-induced hypothyroidism,,,,Drug-induced hypothyroidism
Thyroid problems,237528002,X40HP,efi-thyroid,Post-infectious hypothyroidism,,,,Post-infectious hypothyroidism
Thyroid problems,237555006,X40Hv,efi-thyroid,Hypothyroidism due to iodide trapping defect,,,,Hypothyroidism due to iodide trapping defect
Thyroid problems,63127008,X40Hz,efi-thyroid,Hypothyroidism due to thyroglobulin synthesis defect,,,,Thyroglobulin synthesis defect
Thyroid problems,43153006,X40IQ,efi-thyroid,Hypothyroidism,,,,Myxedema
Thyroid problems,14304000,XE100,efi-thyroid,Disorder of thyroid gland,,,,Disease of thyroid gland
Thyroid problems,34486009,XE104,efi-thyroid,Thyrotoxicosis,,,,Hyperthyroidism
Thyroid problems,353295004,XE122,efi-thyroid,Thyrotoxicosis: [+/- goitr][tox goitr][Graves dis][thyr nod],,,,Graves' disease
Thyroid problems,73869005,XE122,efi-thyroid,Thyrotoxicosis: [+/- goitr][tox goitr][Graves dis][thyr nod],,,,Toxic uninodular goiter
Thyroid problems,217710005,XE124,efi-thyroid,Hypothyroidism - congen and acquir (& [cretinism][myxoedem]),,,,Congenital goitre
Thyroid problems,286910004,XE124,efi-thyroid,Hypothyroidism - congen and acquir (& [cretinism][myxoedem]),,,,Hypothyroidism - congenital and acquired
Thyroid problems,65428006,XE27u,efi-thyroid,Thyroid stimulating hormone (& level),,,,Thyroid stimulating hormone
Thyroid problems,312399001,XaDtf,efi-thyroid,Thyroid function tests abnormal,,,,Thyroid function tests abnormal
Thyroid problems,8.8591E+13,XaJDU,efi-thyroid,Did not attend hyperthyroidism clinic,,,,Did not attend hyperthyroidism clinic
Thyroid problems,736287007,XaJYj,efi-thyroid,Hypothyroidism clinical management plan,,,,Hypothyroidism clinical management plan
Thyroid problems,412780006,XaJYj,efi-thyroid,Hypothyroidism clinical management plan,,,,Hypothyroidism clinical management plan (qualifier value)
Thyroid problems,414439002,XaJuM,efi-thyroid,Hypothyroidism monitoring first letter,,,,Hypothyroidism monitoring first letter (procedure)
Thyroid problems,2.05101E+14,XaLUg,efi-thyroid,Hypothyroidism review,,,,Hypothyroidism review (regime/therapy)
Thyroid problems,3.41861E+14,XaOjl,efi-thyroid,Hypothyroidism annual review,,,,Hypothyroidism annual review (regime/therapy)
Thyroid problems,1027151000000105,,,Thyroid stimulating hormone level (observable entity),,,"Any abnormal result (if not specified in dataset using Oxford Handbook of Clinical & Laboratory Investigations reference range, values <0.36 or >5.5 mU/L are abnormal)",Thyroid stimulating hormone level (observable entity)
Thyroid problems,1022791000000101,,,Serum thyroid stimulating hormone level (observable entity),,,"Any abnormal result (if not specified in dataset using Oxford Handbook of Clinical & Laboratory Investigations reference range, values <0.36 or >5.5 mU/L are abnormal)",Serum thyroid stimulating hormone level (observable entity)
Toileting problems,129078005,0.397,,Dependent in toilet,,,,Toileting dependent
Toileting problems,129045003,0.3971,,Needs help in toilet,,,,Toileting assisted
